repo,pr,strategy,review,commits,review_comments,time
fastapi/fastapi,15131,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'dc28d640db681b36acf35f93992f66b16b854798', 'message': ""fix: resolve ForwardRef in Annotated types for OpenAPI schema generation\n\nWhen using `from __future__ import annotations` with `Annotated[Type, Depends(...)]`,\nForwardRefs that couldn't be resolved at route registration time are now properly\nresolved when generating the OpenAPI schema.\n\nFixes #13056""}]","[""The check-labels CI check is failing. Could a maintainer please add the appropriate label (e.g., 'bug' or 'fix') to this PR? Thanks!"", 'This was marked as potentially AI generated and will be closed now. If this is an error, please provide additional details, make sure to read the docs about contributing and AI.']",2026-03-28 23:16:22
fastapi/fastapi,15131,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'dc28d640db681b36acf35f93992f66b16b854798', 'message': ""fix: resolve ForwardRef in Annotated types for OpenAPI schema generation\n\nWhen using `from __future__ import annotations` with `Annotated[Type, Depends(...)]`,\nForwardRefs that couldn't be resolved at route registration time are now properly\nresolved when generating the OpenAPI schema.\n\nFixes #13056""}]","[""The check-labels CI check is failing. Could a maintainer please add the appropriate label (e.g., 'bug' or 'fix') to this PR? Thanks!"", 'This was marked as potentially AI generated and will be closed now. If this is an error, please provide additional details, make sure to read the docs about contributing and AI.']",2026-03-28 23:16:24
fastapi/fastapi,15130,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'fa41279bda46627d83db215ae5ee7bc50696b08e', 'message': '📝 Add test to cover metadata helper routes for full coverage'}, {'sha': '4f67132f66172b75fe543102740b386fd18e7152', 'message': ""Merge branch 'master' into handle-query-siblings""}, {'sha': 'c1bc5658e1cf2e8835b9b5acf638dc951ecbe4ef', 'message': ""Merge branch 'master' into handle-query-siblings""}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>maksimzayats:handle-query-siblings</code> (c1bc565) with <code>master</code> (07dfa9a)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/maksimzayats%3Ahandle-query-siblings?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (a28b785) during the generation of this report, so 07dfa9a was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', ""Hi folks! Could somebody please take a look?\r\nIt's currently blocking our use cases a bit..."", 'Hi @tiangolo @svlandeg ! Just a kind ping :)\r\nCould you please take a look on this or re-ping somebody else?', 'Hi @maksimzayats, this seems to be a duplicate of https://github.com/fastapi/fastapi/pull/12481. Could you checkout that branch and report back whether it solves things for your use-case?']",2026-03-28 23:16:29
fastapi/fastapi,15130,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'fa41279bda46627d83db215ae5ee7bc50696b08e', 'message': '📝 Add test to cover metadata helper routes for full coverage'}, {'sha': '4f67132f66172b75fe543102740b386fd18e7152', 'message': ""Merge branch 'master' into handle-query-siblings""}, {'sha': 'c1bc5658e1cf2e8835b9b5acf638dc951ecbe4ef', 'message': ""Merge branch 'master' into handle-query-siblings""}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>maksimzayats:handle-query-siblings</code> (c1bc565) with <code>master</code> (07dfa9a)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/maksimzayats%3Ahandle-query-siblings?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (a28b785) during the generation of this report, so 07dfa9a was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', ""Hi folks! Could somebody please take a look?\r\nIt's currently blocking our use cases a bit..."", 'Hi @tiangolo @svlandeg ! Just a kind ping :)\r\nCould you please take a look on this or re-ping somebody else?', 'Hi @maksimzayats, this seems to be a duplicate of https://github.com/fastapi/fastapi/pull/12481. Could you checkout that branch and report back whether it solves things for your use-case?']",2026-03-28 23:16:31
fastapi/fastapi,15126,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'b6e66142490f5c30535990df1543cdc24859d87f', 'message': 'Fix stringified Annotated dependency forward refs'}]","['@letmetry-oss, have you reviewed and understand the code of this PR?', 'This was marked as potentially AI generated and will be closed now. If this is an error, please provide additional details, make sure to read the docs about contributing and AI.']",2026-03-28 23:16:37
fastapi/fastapi,15126,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'b6e66142490f5c30535990df1543cdc24859d87f', 'message': 'Fix stringified Annotated dependency forward refs'}]","['@letmetry-oss, have you reviewed and understand the code of this PR?', 'This was marked as potentially AI generated and will be closed now. If this is an error, please provide additional details, make sure to read the docs about contributing and AI.']",2026-03-28 23:16:39
fastapi/fastapi,15125,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '7fedc03f64c4fc08622b1fab3f42704d80d6ef65', 'message': 'Fix custom encoders for BaseModel python-mode dump'}, {'sha': '493fbabe771fd1ab4bf3daef5a525bb73cd35ba7', 'message': '🎨 Auto format'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>letmetry-oss:codex/fix-custom_encoder-application-for-model_dump</code> (493fbab) with <code>master</code> (31bbb38)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/letmetry-oss%3Acodex%2Ffix-custom_encoder-application-for-model_dump?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (0127069) during the generation of this report, so 31bbb38 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', '@letmetry-oss, please, test things locally before opening PRs!']",2026-03-28 23:16:45
fastapi/fastapi,15125,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '7fedc03f64c4fc08622b1fab3f42704d80d6ef65', 'message': 'Fix custom encoders for BaseModel python-mode dump'}, {'sha': '493fbabe771fd1ab4bf3daef5a525bb73cd35ba7', 'message': '🎨 Auto format'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>letmetry-oss:codex/fix-custom_encoder-application-for-model_dump</code> (493fbab) with <code>master</code> (31bbb38)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/letmetry-oss%3Acodex%2Ffix-custom_encoder-application-for-model_dump?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (0127069) during the generation of this report, so 31bbb38 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', '@letmetry-oss, please, test things locally before opening PRs!']",2026-03-28 23:16:46
fastapi/fastapi,15124,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '20e0abbeab60475b7a540c71dd0f64846f07f132', 'message': 'Fix jsonable_encoder custom encoders for Pydantic models'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>letmetry-oss:codex/fix-good-first-issue-and-create-pr</code> (20e0abb) with <code>master</code> (eb6851d)</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/letmetry-oss%3Acodex%2Ffix-good-first-issue-and-create-pr?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n', ""Thanks for the automated review. Noted the point about custom_encoder \r\nnot being applied uniformly to top-level model fields when mode='python' \r\nis used. Happy to refine the approach based on maintainer feedback — \r\nwhether that's keeping mode='python' with better recursion handling, \r\nor a different strategy entirely.\r\n\r\nPerformance benchmarks confirmed clean (20 untouched benchmarks via CodSpeed).""]",2026-03-28 23:16:52
fastapi/fastapi,15124,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '20e0abbeab60475b7a540c71dd0f64846f07f132', 'message': 'Fix jsonable_encoder custom encoders for Pydantic models'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>letmetry-oss:codex/fix-good-first-issue-and-create-pr</code> (20e0abb) with <code>master</code> (eb6851d)</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/letmetry-oss%3Acodex%2Ffix-good-first-issue-and-create-pr?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n', ""Thanks for the automated review. Noted the point about custom_encoder \r\nnot being applied uniformly to top-level model fields when mode='python' \r\nis used. Happy to refine the approach based on maintainer feedback — \r\nwhether that's keeping mode='python' with better recursion handling, \r\nor a different strategy entirely.\r\n\r\nPerformance benchmarks confirmed clean (20 untouched benchmarks via CodSpeed).""]",2026-03-28 23:16:54
fastapi/fastapi,15121,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '5371a4fc496f7aac59b1e70debe872a6ee69c1ef', 'message': 'Fix comments and type hints in models.py'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>varenoma:patch-3</code> (5371a4f) with <code>master</code> (b4b76c8)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/varenoma%3Apatch-3?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (7e7c4d0) during the generation of this report, so b4b76c8 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', 'This pull request has a merge conflict that needs to be resolved.', ""Thanks, but we don't need this""]",2026-03-28 23:16:59
fastapi/fastapi,15121,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '5371a4fc496f7aac59b1e70debe872a6ee69c1ef', 'message': 'Fix comments and type hints in models.py'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>varenoma:patch-3</code> (5371a4f) with <code>master</code> (b4b76c8)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/varenoma%3Apatch-3?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (7e7c4d0) during the generation of this report, so b4b76c8 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', 'This pull request has a merge conflict that needs to be resolved.', ""Thanks, but we don't need this""]",2026-03-28 23:17:01
fastapi/fastapi,15119,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'b56eff570902b687d792338271b5703f63045773', 'message': 'docs: fix duplicate words in security module docstrings\n\nFix typos with repeated words in docstrings across the security module:\n- ""to to subclass"" → ""to subclass"" in HTTPDigest and OpenIdConnect\n- ""that that it is"" → ""that it is"" in OAuth2PasswordRequestForm and\n  OAuth2PasswordRequestFormStrict\n\nCo-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>N3XT3R1337:fix/improve-code-quality</code> (b56eff5) with <code>master</code> (b4b76c8)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/N3XT3R1337%3Afix%2Fimprove-code-quality?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (7e7c4d0) during the generation of this report, so b4b76c8 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:07
fastapi/fastapi,15119,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'b56eff570902b687d792338271b5703f63045773', 'message': 'docs: fix duplicate words in security module docstrings\n\nFix typos with repeated words in docstrings across the security module:\n- ""to to subclass"" → ""to subclass"" in HTTPDigest and OpenIdConnect\n- ""that that it is"" → ""that it is"" in OAuth2PasswordRequestForm and\n  OAuth2PasswordRequestFormStrict\n\nCo-Authored-By: Claude Opus 4.6 (1M context) <noreply@anthropic.com>'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>N3XT3R1337:fix/improve-code-quality</code> (b56eff5) with <code>master</code> (b4b76c8)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/N3XT3R1337%3Afix%2Fimprove-code-quality?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (7e7c4d0) during the generation of this report, so b4b76c8 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:08
fastapi/fastapi,15116,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'faaa946902a1f772aaf25c298bd037ceb50005fb', 'message': '📝 Fix duplicated words in docstrings\n\nFix ""to to"" and ""that that"" word duplications in security module docstrings,\nand ""be be"" in test data string.\n\nCo-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>'}, {'sha': '42acf9dc5f8ce6587db5e8cca8be4ddfe554c0f2', 'message': ""Merge branch 'master' into fix/docstring-word-duplications""}]","['LGTM', 'Thanks - these are all genuine typo fixes. LGTM.', 'Hey Maintainers,\r\ncan you please add label & have a look, here?\r\n', '<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>AhsanSheraz:fix/docstring-word-duplications</code> (42acf9d) with <code>master</code> (98b269b)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/AhsanSheraz%3Afix%2Fdocstring-word-duplications?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (eb6851d) during the generation of this report, so 98b269b was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:14
fastapi/fastapi,15116,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'faaa946902a1f772aaf25c298bd037ceb50005fb', 'message': '📝 Fix duplicated words in docstrings\n\nFix ""to to"" and ""that that"" word duplications in security module docstrings,\nand ""be be"" in test data string.\n\nCo-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>'}, {'sha': '42acf9dc5f8ce6587db5e8cca8be4ddfe554c0f2', 'message': ""Merge branch 'master' into fix/docstring-word-duplications""}]","['LGTM', 'Thanks - these are all genuine typo fixes. LGTM.', 'Hey Maintainers,\r\ncan you please add label & have a look, here?\r\n', '<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>AhsanSheraz:fix/docstring-word-duplications</code> (42acf9d) with <code>master</code> (98b269b)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/AhsanSheraz%3Afix%2Fdocstring-word-duplications?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (eb6851d) during the generation of this report, so 98b269b was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:16
fastapi/fastapi,15112,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '2ea91122c9960de437498a5c7ac83cca4a064cfc', 'message': 'Emit UserWarning when Response.background silently discards injected BackgroundTasks\n\nWhen an endpoint injects BackgroundTasks via dependency injection AND\nreturns a Response that already has its own `background` attribute set,\nthe injected tasks are silently dropped. This is a confusing footgun\nthat causes tasks to disappear without any indication.\n\nThis change adds a UserWarning in that scenario so the silent data loss\nbecomes visible. The warning message explains how to resolve the\nconflict (either use the injected BackgroundTasks exclusively, or stop\ninjecting BackgroundTasks when using Response.background directly).\n\nRef: https://github.com/fastapi/fastapi/issues/11215\n\nCo-Authored-By: Claude (claude-opus-4-6) <noreply@anthropic.com>'}, {'sha': 'cb0c5f89afdc062531bf68ab471c141d2ac57f0d', 'message': '🎨 Auto format'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>mango766:fix/warn-background-tasks-overwritten</code> (cb0c5f8) with <code>master</code> (4b82602)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/mango766%3Afix%2Fwarn-background-tasks-overwritten?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (04b279f) during the generation of this report, so 4b82602 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:21
fastapi/fastapi,15112,with_readme,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': '2ea91122c9960de437498a5c7ac83cca4a064cfc', 'message': 'Emit UserWarning when Response.background silently discards injected BackgroundTasks\n\nWhen an endpoint injects BackgroundTasks via dependency injection AND\nreturns a Response that already has its own `background` attribute set,\nthe injected tasks are silently dropped. This is a confusing footgun\nthat causes tasks to disappear without any indication.\n\nThis change adds a UserWarning in that scenario so the silent data loss\nbecomes visible. The warning message explains how to resolve the\nconflict (either use the injected BackgroundTasks exclusively, or stop\ninjecting BackgroundTasks when using Response.background directly).\n\nRef: https://github.com/fastapi/fastapi/issues/11215\n\nCo-Authored-By: Claude (claude-opus-4-6) <noreply@anthropic.com>'}, {'sha': 'cb0c5f89afdc062531bf68ab471c141d2ac57f0d', 'message': '🎨 Auto format'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>mango766:fix/warn-background-tasks-overwritten</code> (cb0c5f8) with <code>master</code> (4b82602)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/mango766%3Afix%2Fwarn-background-tasks-overwritten?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (04b279f) during the generation of this report, so 4b82602 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n']",2026-03-28 23:17:23
fastapi/fastapi,15109,baseline,"ERROR: {""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}","[{'sha': 'b44160d8a1e58afc39ba97f1fd8ec8a248f534b8', 'message': 'Drop the mutable default in read_items'}]","['<!-- __CODSPEED_PERFORMANCE_REPORT_COMMENT__ -->\n## Merging this PR will **not alter performance**\n\n\n\n\n`✅ 20` untouched benchmarks  \n\n\n\n---\n\n<sub>Comparing <code>tejasae-afk:fix/drop-the-mutable-default-in-read-items</code> (b44160d) with <code>master</code> (4b82602)[^unexpected-base]</sub>\n\n<a href=""https://codspeed.io/fastapi/fastapi/branches/tejasae-afk%3Afix%2Fdrop-the-mutable-default-in-read-items?utm_source=github&utm_medium=comment-v2&utm_content=button"">\n  <picture>\n    <source media=""(prefers-color-scheme: dark)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-dark.svg"">\n    <source media=""(prefers-color-scheme: light)"" srcset=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"">\n    <img alt=""Open in CodSpeed"" src=""https://codspeed.io/pr-report/open-in-codspeed-light.svg"" width=""169"" height=""32"">\n  </picture>\n</a>\n\n[^unexpected-base]: No successful run was found on <code>master</code> (04b279f) during the generation of this report, so 4b82602 was used instead as the comparison base. There might be some changes unrelated to this pull request in this report.\n', '## 📝 Docs preview\n\nLast commit b44160d8a1e58afc39ba97f1fd8ec8a248f534b8 at: https://df21567e.fastapitiangolo.pages.dev']",2026-03-28 23:17:28
